stop_id,stop_calle,stop_numero,stop_frente,stop_esquina,stop_entre_a,stop_entre_b
4526,O´higgins,4725,,,Colectora Norte Circunv.,Richieri
4527,O´higgins,4424,,Transax,Colectora Norte Circunv.,Richieri
4527,O´higgins,4424,,Transax,Colectora Norte Circunv.,Richieri
4528,O´higgins,4306,,Transax,Colectora Norte Circunv.,Richieri
4528,O´higgins,4306,,Transax,Colectora Norte Circunv.,Richieri
4529,O´higgins,4106,,,Colectora Norte Circunv.,Richieri
4529,O´higgins,4106,,,Colectora Norte Circunv.,Richieri
4530,O´higgins,3935,,,Colectora Norte Circunv.,Richieri
4530,O´higgins,3935,,,Colectora Norte Circunv.,Richieri
4531,O´higgins,3602,,Carrefour,Celso Barrios,Calmayo
4531,O´higgins,3602,,Carrefour,Celso Barrios,Calmayo
4532,O´higgins,3447,,,Calmayo,Los Hornillos
4532,O´higgins,3447,,,Calmayo,Los Hornillos
4533,O´higgins,3307,,Copina,Los Hornillos,Copina
4533,O´higgins,3307,,Copina,Los Hornillos,Copina
4534,O´higgins,3141,,,Pampayasta,Tanti
4534,O´higgins,3141,,,Pampayasta,Tanti
4535,O´higgins,2976,,,J Diaz,Chascomus
4535,O´higgins,2976,,,J Diaz,Chascomus
4536,O´higgins,2741,,,Tandil,Garcilaso de la Vega
4536,O´higgins,2741,,,Tandil,Garcilaso de la Vega
4536,O´higgins,2741,,,Tandil,Garcilaso de la Vega
4536,O´higgins,2741,,,Tandil,Garcilaso de la Vega
4537,Madrid,2589,,,Curz Roja Argentina,Vicente Lopez
4537,Madrid,2589,,,Curz Roja Argentina,Vicente Lopez
4537,Madrid,2589,,,Curz Roja Argentina,Vicente Lopez
4537,Madrid,2589,,,Curz Roja Argentina,Vicente Lopez
4538,Madrid,2433,,,Mayorga,Malaga
4538,Madrid,2433,,,Mayorga,Malaga
4538,Madrid,2433,,,Mayorga,Malaga
4538,Madrid,2433,,,Mayorga,Malaga
4539,Madrid,2337,,,Murcia,Leon
4539,Madrid,2337,,,Murcia,Leon
4539,Madrid,2337,,,Murcia,Leon
4539,Madrid,2337,,,Murcia,Leon
4540,Madrid,2206,,,Valencia,La Coruña
4540,Madrid,2206,,,Valencia,La Coruña
4540,Madrid,2206,,,Valencia,La Coruña
4540,Madrid,2206,,,Valencia,La Coruña
4541,Deodoro Roca,,,Bajada Pucará,Madrid,Bajada Pucará
4541,Deodoro Roca,,,Bajada Pucará,Madrid,Bajada Pucará
4541,Deodoro Roca,,,Bajada Pucará,Madrid,Bajada Pucará
4541,Deodoro Roca,,,Bajada Pucará,Madrid,Bajada Pucará
4542,Bajada Pucará,,,Hospital de Niños,Ferroviarios,Agustín Garzón
4542,Bajada Pucará,,,Hospital de Niños,Ferroviarios,Agustín Garzón
4542,Bajada Pucará,,,Hospital de Niños,Ferroviarios,Agustín Garzón
4542,Bajada Pucará,,,Hospital de Niños,Ferroviarios,Agustín Garzón
4542,Bajada Pucará,,,Hospital de Niños,Ferroviarios,Agustín Garzón
4543,Juan Domingo Perón,483,,Nueva Terminal,Bajada Pucará,Poeta Lugones
4543,Juan Domingo Perón,483,,Nueva Terminal,Bajada Pucará,Poeta Lugones
4543,Juan Domingo Perón,483,,Nueva Terminal,Bajada Pucará,Poeta Lugones
4543,Juan Domingo Perón,483,,Nueva Terminal,Bajada Pucará,Poeta Lugones
4543,Juan Domingo Perón,483,,Nueva Terminal,Bajada Pucará,Poeta Lugones
4543,Juan Domingo Perón,483,,Nueva Terminal,Bajada Pucará,Poeta Lugones
4543,Juan Domingo Perón,483,,Nueva Terminal,Bajada Pucará,Poeta Lugones
4544,Juan Domingo Perón,290,,Terminal de Omnibus,Poeta Lugones,Tránsito Caceres
4544,Juan Domingo Perón,290,,Terminal de Omnibus,Poeta Lugones,Tránsito Caceres
4544,Juan Domingo Perón,290,,Terminal de Omnibus,Poeta Lugones,Tránsito Caceres
4544,Juan Domingo Perón,290,,Terminal de Omnibus,Poeta Lugones,Tránsito Caceres
4544,Juan Domingo Perón,290,,Terminal de Omnibus,Poeta Lugones,Tránsito Caceres
4544,Juan Domingo Perón,290,,Terminal de Omnibus,Poeta Lugones,Tránsito Caceres
4544,Juan Domingo Perón,290,,Terminal de Omnibus,Poeta Lugones,Tránsito Caceres
4545,San Jerónimo,420,,,Paraná,Obispo Salguero
4545,San Jerónimo,420,,,Paraná,Obispo Salguero
4545,San Jerónimo,420,,,Paraná,Obispo Salguero
4545,San Jerónimo,420,,,Paraná,Obispo Salguero
4545,San Jerónimo,420,,,Paraná,Obispo Salguero
4545,San Jerónimo,420,,,Paraná,Obispo Salguero
4545,San Jerónimo,420,,,Paraná,Obispo Salguero
4546,Palestina,236,,,Tomas Guido,Uspallata
4546,Palestina,236,,,Tomas Guido,Uspallata
4547,Bv Los Andes,1507,,,Palestina,Bedoya
4547,Bv Los Andes,1507,,,Palestina,Bedoya
4548,Soldado Ruiz,881,,,Bv Los Andes,Zapiola
4548,Soldado Ruiz,881,,,Bv Los Andes,Zapiola
4549,Soldado Ruiz,1195,,,Galán ,Saavedra
4549,Soldado Ruiz,1195,,,Galán ,Saavedra
4550,Cornelio  Saavedra,194,,,Videla Castillo,Tambo Nuevo
4550,Cornelio  Saavedra,194,,,Videla Castillo,Tambo Nuevo
4551,Cornelio  Saavedra,386,,,Copacabana,Suquia
4551,Cornelio  Saavedra,386,,,Copacabana,Suquia
4552,Cornelio  Saavedra,560,,,Quisquisacate,Servando  Salguero
4553,Cornelio  Saavedra,2564,,,Francisco de Quevedo,Lope de Vega
4554,Cornelio  Saavedra,2788,,,Argensola,Góngora
4555,Cornelio  Saavedra,2970,,,Anacreonte,Espinel
4556,Zarate,1688,,,Cornelio  Saavedra,Arquimedes
4557,Zarate,1874,,,Bernis,Vives
4558,Zarate,2076,,,Platon,Aristoteles
4559,Zarate,2286,,,Lulio,Zapican
4560,Zarate,2468,,,Magallanes,Monseñor Pablo Cabrera
4561,Av La Voz del Interior,,,,Circunvalación,De los Alemanes
4561,Av La Voz del Interior,6608,,,Los Calabreses,Bs As
4561,Av La Voz del Interior,6848,,,Bs As,Av del Japon
4561,Av La Voz del Interior,7280,,,Av del Japon,Costa Canal
4561,Av La Voz del Interior,7661,,,Av del Japon,Costa Canal
4561,Av La Voz del Interior,8216,,,Costa Canal,Calle Publica
4561,Av La Voz del Interior,8447,,R.A.N.O.,,
4561,Av La Voz del Interior,,,Ingreso al Aeropuerto,,
4561,Aeropuerto,,,,,
4562,Aeropuerto,,,,,
4563,Cno Pajas Blancas,,,Rotonda de Aeropuerto,,
4564,Publica,,,Constructora Roggio,,
4565,Publica,,,Universidad siglo 21,,
4566,Publica,,,Constructora Roggio,,
4567,Av La Voz del Interior,,,Rotonda ,,
4568,Av La Voz del Interior,8450,,R.A.N.O.,,
4569,Av La Voz del Interior,8190,,,Costa Canal,Av del Japon
4570,Aeropuerto,,,,,
4570,Av La Voz del Interior,7551,,,Costa Canal,Av del Japon
4571,Cno Pajas Blancas,,,Rotonda de Aeropuerto,,
4571,Av La Voz del Interior,7259,,,Costa Canal,Av del Japon
4572,Publica,,,Constructora Roggio,,
4572,Av La Voz del Interior,6271,,,Rivadavia,Bs . As
4573,Publica,,,Universidad siglo 21,,
4573,Av La Voz del Interior,6833,,,Rivadavia,Bs . As
4574,Publica,,,Constructora Roggio,,
4574,Av La Voz del Interior,6530,,,Bs . As,Los Calabreses
4575,Av La Voz del Interior,,,Rotonda ,,
4576,Av La Voz del Interior,8450,,R.A.N.O.,,
4577,Av La Voz del Interior,8190,,,Costa Canal,Av del Japon
4578,Av La Voz del Interior,7551,,,Costa Canal,Av del Japon
4579,Av La Voz del Interior,7259,,,Costa Canal,Av del Japon
4580,Av La Voz del Interior,6271,,,Rivadavia,Bs . As
4581,Av La Voz del Interior,6833,,,Rivadavia,Bs . As
4582,Av La Voz del Interior,6530,,,Bs . As,Los Calabreses
4583,Drumont,2544,,,Monseñor Pablo Cabrera,Ciudad de Esteco
4584,Manuel Oribe,2509,,,Ciudad de Esteco,Monseñor Pablo Cabrera
4585,Magallanes,3183,,,Sebastian Gaboto,Zarate
4586,Zarate,2301,,,Magallanes,Zapican
4586,Cornelio Zaavedra,265,,,Copacabana,Pinzon
4587,Zarate,2175,,,Lulio,Granadero Diaz
4587,Cornelio Zaavedra,139,,,Tambo Nuevo,Videla Castillo
4588,Zarate,1915,,,Montecatini,Vives
4588,Colombres,1205,,,Videla Castillo,Galan
4589,Zarate,1713,,,Gomez Pereyra,Arquimedes
4589,Colombres,1007,,,Obispo Clara,Obispo Ceballos
4590,Cornelio Zaavedra,3009,,,Diaz de Solis,Espinel
4590,Colombres,807,,,Zapiola,Brandsen
4591,Cornelio Zaavedra,2715,,,Gongora,Argensola
4591,Brandsen,155,,,Tomas Guido,Martin Garcia
4592,Cornelio Zaavedra,2509,,,Asperger,Francisco de Quevedo
4592,Bv Guzman,26,,,25 de Mayo,Rosario de Santa Fé
4592,Bv Guzman,26,,,25 de Mayo,Rosario de Santa Fé
4592,Bv Guzman,26,,,25 de Mayo,Rosario de Santa Fé
4592,Bv Guzman,26,,,25 de Mayo,Rosario de Santa Fé
4592,Bv Guzman,26,,,25 de Mayo,Rosario de Santa Fé
4592,Bv Guzman,26,,,25 de Mayo,Rosario de Santa Fé
4593,Cornelio Zaavedra,549,,,Servando Salguero,Quizquisacate
4593,Juan Domingo Perón,368,,Terminal de Omnibus,Tránsito Cáceres,Poeta Lugones
4593,Juan Domingo Perón,,,Terminal de Omnibus,Tránsito Cáceres,Poeta Lugones
4594,Cornelio Zaavedra,265,,,Copacabana,Pinzon
4594,Juan Domingo Perón,488,,Terminal de Omnibus nueva,Poeta Lugones,Bajada Pucará
4594,Juan Domingo Perón,488,,Terminal de Omnibus nueva,Poeta Lugones,Bajada Pucará
4595,Cornelio Zaavedra,139,,,Tambo Nuevo,Videla Castillo
4595,Bajada Pucará,,,Hospital San Roque,Ferroviarios,Sabattini
4595,Bajada Pucará,,,Hospital San Roque,Ferroviarios,Sabattini
4596,Colombres,1205,,,Videla Castillo,Galan
4596,Revolución de Mayo,1243,,,La Coruña,Madrid
4596,Revolución de Mayo,1243,,,La Coruña,Madrid
4596,Revolución de Mayo,1243,,,La Coruña,Madrid
4597,Colombres,1007,,,Obispo Clara,Obispo Ceballos
4597,Madrid,2922,,,Los Ranqueles,Los Onas
4597,Madrid,2922,,,Los Ranqueles,Los Onas
4597,Madrid,2922,,,Los Ranqueles,Los Onas
4598,Colombres,807,,,Zapiola,Brandsen
4598,Madrid,2445,,Málaga,Murcia,Malaga
4598,Madrid,2445,,Málaga,Murcia,Malaga
4598,Madrid,2445,,Málaga,Murcia,Malaga
4599,Brandsen,155,,,Tomas Guido,Martin Garcia
4599,Madrid,2586,,Cruz Roja Argentina,Vicente Lopez,Cruz Roja Argentina
4599,Madrid,2586,,Cruz Roja Argentina,Vicente Lopez,Cruz Roja Argentina
4599,Madrid,2586,,Cruz Roja Argentina,Vicente Lopez,Cruz Roja Argentina
4600,Bv Guzman,26,,,25 de Mayo,Rosario de Santa Fé
4600,O´higgins,2732,,,Malagueño,Tandil
4600,O´higgins,2732,,,Malagueño,Tandil
4600,O´higgins,2732,,,Malagueño,Tandil
4601,Juan Domingo Perón,,,Terminal de Omnibus,Tránsito Cáceres,Poeta Lugones
4601,O´higgins,2836,,,Baradero,Cañuelas
4602,Juan Domingo Perón,488,,Terminal de Omnibus nueva,Poeta Lugones,Bajada Pucará
4602,O´higgins,2982,,,Chascomus,Javier Diaz
4603,Bajada Pucará,,,Hospital San Roque,Ferroviarios,Sabattini
4603,O´higgins,3140,,Olimpia,Tanti,Olimpia
4604,Revolución de Mayo,1243,,,La Coruña,Madrid
4604,O´higgins,3276,,,Tomas lawson,Copina
4605,Madrid,2922,,,Los Ranqueles,Los Onas
4605,O´higgins,3436,,,Los Hornillos,Espinosa
4606,Madrid,2445,,Málaga,Murcia,Malaga
4606,O´higgins,3560,,,Calmayo,Catriel
4607,Madrid,2586,,Cruz Roja Argentina,Vicente Lopez,Cruz Roja Argentina
4607,O´higgins,3839,,,Murgias,Richieri
4608,O´higgins,2732,,,Malagueño,Tandil
4608,O´higgins,4080,,,Celso Barrios,Publica
4609,O´higgins,2836,,,Baradero,Cañuelas
4609,O´higgins,4294,,,Azcona,Claveria
4610,O´higgins,2982,,,Chascomus,Javier Diaz
4610,O´higgins,4472,,,Orozco,Lizarraga
4611,O´higgins,3140,,Olimpia,Tanti,Olimpia
4611,O´higgins,4725,,,Rafael de la Luz,Altamirano
4612,O´higgins,3276,,,Tomas lawson,Copina
4613,O´higgins,3436,,,Los Hornillos,Espinosa
4614,O´higgins,3560,,,Calmayo,Catriel
4615,O´higgins,3839,,,Murgias,Richieri
4616,O´higgins,4080,,,Celso Barrios,Publica
4617,O´higgins,4294,,,Azcona,Claveria
4618,O´higgins,4472,,,Orozco,Lizarraga
4619,O´higgins,4725,,,Rafael de la Luz,Altamirano
4620,Belardinelli,3451,,,Lautaro,Drago
4620,Belardinelli,3451,,,Lautaro,Drago
4621,Belardinelli,3281,,,Inschaupe,Becar Varela
4621,Belardinelli,3281,,,Inschaupe,Becar Varela
4622,Belardinelli,3115,,Abel Chaneton,Becar Varela,Abel Chaneton
4622,Belardinelli,3115,,Abel Chaneton,Becar Varela,Abel Chaneton
4623,Belardinelli,3981,,,Javier Díaz,Enrique Larreta
4623,Belardinelli,3981,,,Javier Díaz,Enrique Larreta
4624,Belardinelli,2900,,Uladislao Frías,Enrique Larreta,Cruz Roja Argentina
4624,Belardinelli,2900,,Uladislao Frías,Enrique Larreta,Cruz Roja Argentina
4625,Ricardo Pedroni,2518,,,Jose Aguilera,Mercedes de San Martin
4626,Ricardo Pedroni,2675,,,Quiroga,Rosas de Oquendo
4627,Rozas de Oquendo,3096,,,La Ramada,La Posta
4628,Rozas de Oquendo,3248,,,Manuel Quintana,Javier Lopez
4629,Rozas de Oquendo,3394,,Rodriguez del Busto,Felipe de Albornoz,Rodriguez del Busto
4630,Rodriguez del Busto,3068,,,Roberto Viola ,Los Granaderos
4631,Rodriguez del Busto,3208,,,Los Granaderos,Cordillera
4632,Rodriguez del Busto,3265,,Parque Milenica,Los Granaderos,Cordillera
4633,Rodriguez del Busto,3875,,Complejo Dinosaurio,Los Granaderos,Cordillera
4634,Cordillera,3508,,,Rodriguez del Busto,Cabeza de Vaca
4635,Cordillera,3720,,,Varela ,Manuel Bustamante
4636,Cordillera,3965,,,Manuel Bustamante,Spilimbergo
4637,Cordillera,4154,,,Gregorio Gavier,Pedro Clara
4638,Cordillera,4372,,,Obispo Mercadillo,Gutierrez de la Concha
4639,Cordillera,4546,,,Manuel Pizarro,Buteler
4640,Cordillera,4698,,,Manuel Lopez ,Candonga
4641,Cordillera,4822,,,Andres Blanqui,El Gaucho
4642,Padre Claret,4246,,,Padre Claret,Perazzo
4643,Padre Claret,4750,,,Francisco de Olea,Tissera
4643,Padre Claret,4750,,,Francisco de Olea,Tissera
4644,Padre Claret,5160,,,Valle Hermoso,La Falda
4644,Padre Claret,5160,,Don Renato,Valle Hermoso,La Falda
4645,Padre Claret,5601,,De Los Extremeños,Don Renato,De Los Extremeños
4645,Padre Claret,5601,,De Los Extremeños,Don Renato,De Los Extremeños
4646,Padre Claret,5880,,,De Los Extremeños,Los Rusos
4646,Padre Claret,5880,,,De Los Extremeños,Los Rusos
4647,Padre Claret,6088,,De los Hungaros,Los Catalanes,De los Hungaros
4647,Padre Claret,6088,,De los Hungaros,Los Catalanes,De los Hungaros
4648,De los Alemanes,5279,,Los Ingleses,Los Libaneses,Los Ingleses
4648,De los Alemanes,5279,,Los Ingleses,Los Libaneses,Los Ingleses
4648,De los Alemanes,5279,,Los Ingleses,Los Libaneses,Los Ingleses
4649,De Los Sirios,6235,,,Los Alemanes,Los Genoveses
4650,De los Yugoslavos,6275,,,Los Genoveses,Los Alemanes
4650,De los Yugoslavos,6275,,,Los Genoveses,De los Alemanes
4651,De los Alemanes,5317,,De los Ingleses,De Los Sirios,Los Ingleses
4651,De los Alemanes,5317,,De los Ingleses,De Los Sirios,Los Ingleses
4651,De los Alemanes,5317,,De los Ingleses,De Los Sirios,Los Ingleses
4652,De los Alemanes,4935,,,De los Suizos,De los Polacos
4653,De los Alemanes,4709,,,De Los Argentinos,De los Españoles
4654,De los Alemanes,4517,,Almogavares,D e los Franceses,Almogavares
4655,De los Alemanes,4275,,,Spilimbergo,De los Toscanos
4656,De los Alemanes,4120,,De los Friulanos,De los Toscanos,De los Friulanos
4657,De los Alemanes,3929,,,De los Castellanos,De los Irlandeses
4658,De los Alemanes,3700,,,Los Sicilianos,Los Lombardos
4659,Los Lombardos,6287,,,De los Alemanes,De los Genoveses
4660,De los Alemanes,3676,,,De los Lombardos,Los Piamonteses
4661,De los Alemanes,3938,,,Los Irlandeses,Los Castellanos
4662,De los Alemanes,4180,,,Los Friulanos,Los Toscanos
4663,De los Alemanes,4484,,Almogavares,Los Italianos,Almogavares
4664,De los Alemanes,4685,,De los Españoles,De Los Franceses,De los Españoles
4665,De los Alemanes,4848,,,Los Argentinos,Los Polacos
4666,De los Alemanes,5072,,,Los Suizos,Los Belgas
4667,De los Sirios,6306,,,Los Genoveses,Pasaje Garibaldi
4668,Pasaje Garibaldi,5409,,,De los Sirios,De los Yugoslavos
4670,Padre Claret,6133,,De los Hungaros,De los Alemanes,De los Hungaros
4670,Padre Claret,6133,,De los Hungaros,De los Alemanes,De los Hungaros
4671,Padre Claret,5905,,,De los Hungaros,De los Extremeños
4671,Padre Claret,5905,,,De los Hungaros,De los Extremeños
4672,Padre Claret,5722,,,De los Hungaros,De los Extremeños
4672,Padre Claret,5875,,,De los Hungaros,De los Extremeños
4673,Padre Claret,5409,,,De los Extremeños,Turíng
4673,Padre Claret,5601,,,De los Extremeños,Turíng
4674,Padre Claret,5208,,,Boule,Soler
4674,Padre Claret,5208,,,Boule,Soler
4675,Padre Claret,4985,,,Cardeñoza,Olea
4675,Padre Claret,4985,,,Cardeñoza,Olea
4676,Padre Claret,4787,,,Cardeñoza,Olea
4676,Padre Claret,4787,,,Cardeñoza,Olea
4677,Martin Gil,4380,,,Olea,Cardeñoza
4678,Cordillera,4841,,,Cienaga del coro,Candonga
4679,Cordillera,4711,,,Cienaga del coro,Candonga
4680,Cordillera,4535,,,Ortiz de Ocampo,Luis Rueda
4681,Cordillera,4259,,,Perez del Viso,Martel de los Rios
4682,Cordillera,4113,,,Martel de los Rios,Gregorio Gavier
4683,Cordillera,4015,,,Gregorio Gavier,Roque Funes
4684,Cordillera,3731,,,Loaysa,Cruz Varela
4685,Cordillera,3447,,,La Ferrere,Rodriguez del Busto
4686,Rodriguez del Busto,3627,,,Guillermo Butler,Batle Planas
4687,Rodriguez del Busto,3219,,,Guido,Castagnino
4688,Rodriguez del Busto,3068,,,Petoruti,Filemon Posse
4689,Rodriguez del Busto,2874,,Herminio Malvino,Filemon Posse,Talar
4690,Mercedes de San Martín,3379,,,Rodriguez del Busto,Felipe Albornoz
4691,Mercedes de San Martín,3209,,Manuel Quintana,Javier Lopez,Manuel Quintana
4692,Manuel Quintana,2315,,,Goyechea,Vera y Zarate
4693,Vera y Zarate,3107,,,Ombu,La Posta
4694,San Juan,55,,,Obispo Trejo,Independencia
4695,Ituzaingó,484,,,Illia,Rondeau
4696,Ituzaingó,760,,,Obispo Oro,Derqui
4697,Belardinelli,2911,,,Cruz Roja Argentina,Javier Díaz
4697,Belardinelli,2911,,,Cruz Roja Argentina,Javier Díaz
4698,Belardinelli,2985,,Javier Díaz,Cruz Roja Argentina,Javier Díaz
4698,Belardinelli,2985,,Javier Díaz,Cruz Roja Argentina,Javier Díaz
4699,Belardinelli,3102,,,Javier Díaz,Becar Varela
4699,Belardinelli,3102,,,Javier Díaz,Becar Varela
4700,Belardinelli,3294,,,Huello,Inschaupe
4700,Belardinelli,3294,,,Hueyo,Inschaupe
4701,Belardinelli,3492,,,Drago,Lautaro
4701,Belardinelli,3492,,,Drago,Lautaro
4702,Belardinelli,3636,,,Tte Bean,Vasquez Maceda
4703,Belardinelli,3765,,,José Guardado,Publica B
4704,Belardinelli,3864,,,Publica B,Monza
4705,Belardinelli,4180,,,Tirol,Escalante
4706,Belardinelli,4290,,,Astigueta,Melincue
4707,Minuzzi,203,,,Berro,Fray Bentos
4708,Caminiaga,3224,,,Olaen,Pampayasta
4709,Carlos Paz,3107,,,Olimpia,Pigue
4710,Caminiaga,2985,,,Azul,Chascomus
4711,Caminiaga,2813,,,Bragado,Baradero
4713,Padre Grenon,2314,,,Magallanes,Zapicán
4714,Cristobal Hicken,2418,,,Zapicán,Monseñor Pablo Cabrera
4715,Francisco Drumond,2641,,Curupaytí,Talavera de Madrid,Curupaytí
4716,Francisco Drumond,2788,,,Rivadeneira,Concepción Bermejo
4717,Concepción Bermejo,3882,,Cardeñoza,Los Pozos,Cardeñoza
4718,Quinquela Martín,3168,,,Piacenza,Toscanini
4719,Quinquela Martín,3297,,Fray Luis Beltrán,Paso de los Libres,Fray Luis Beltrán
4720,Cardeñoza,3386,,Rotonda Orfeo,,
4721,Cardeñoza,3745,,,Fray Luis Beltrán,Essain
4722,Cardeñoza,3865,,,Essain,Spilimbergo
4723,Cardeñoza,4387,,Gutierrez de la Concha,Spilimbergo,Gutierrez de la Concha
4724,Cardeñoza,4584,,Buteler,,
4725,Manuel Lopez,4618,,,Cardeñoza,Verdaguer
4726,De los Alemanes,5498,,De los Ingleses,Los Sirios,Los Yugoslavos
4727,De los Alemanes,5764,,,Bv Mitre,Angel Locelso
4728,De los Alemanes,5891,,,Della Paolera,Taravela
4729,Alvarez de Toledo,6830,,Hogar San Camilo,,
4730,Alvarez de Toledo,6938,,,Publica,Publica
4731,Alvarez de Toledo,7036,,,Publica,Publica
4732,Calle Pública,6150,,,Alvarez de Toledo,Monetta
4733,Gritti,6215,,,Manuel Galvez,Fermín Martín
4734,Fermín Martín,7592,,,Riganti,Alberto Faje
4735,Fermín Martín,7689,,Alberto Faje,Riganti,Alberto Faje
4736,Fermín Martín,7880,,,Alberto Faje,Bejanele
4737,Meluzardi,6260,,,Fermín Martín,Santiago Salgos
4738,Meluzardi,6102,,,Juan Casoalet,Parmigiani
4739,Calle 10,6015,,,Parmigiani,Publica
4740,Calle 14,,,Calle 8,Calle 9,Calle 8
4741,Calle 14,,,Calle 6,Calle 7,Calle 6
4742,Calle 5,,,Calle 13,Calle 14,Calle 13
4743,Calle 5,,,Calle 13,Calle 14,Calle 13
4744,Calle 13,,,Calle 7,Calle 6,Calle 7
4745,Calle 13,,,Calle 9,Calle 8,Calle 9
4746,Calle 10,,,,Calle 12,Calle 11
4747,Meluzardi,6096,,,Parmigiani,Cassoulet
4748,Meluzardi,6252,,,Juan Galvez,Fermín Martín
4749,Fermín Martín,7905,,,Oscar Cabalén,Juan Bejanele
4750,Fermín Martín,7689,,,Alberto Faje,Humberto Pasculi
4751,Fermín Martín,7507,,Riganti,Dgo Redelico,Riganti
4752,Fermín Martín,7335,,,Luciano Piquet,Gerardo Gritti
4753,Calle Pública,,,Alvarez de Toledo,Monetta,Alvarez de Toledo
4754,Calle Pública,,,Taravella,Alvarez de Toledo,Taravella
4755,Taravella,6938,,,Pública,Los Alemanes
4756,Taravella,6807,,,Pública,Los Alemanes
4757,De los Alemanes,5813,,,Della Paolera,Angel lo Celso
4758,De los Alemanes,5521,,,Islas del Atlántico Sur,Los Yugoslavos
4759,Perazzo,4891,,,Padre Claret,El Gaucho
4760,Perazzo,4803,,,El Gaucho,Blanqui
4761,Perazzo,4651,,,Candonga,Manuel López
4762,Leopoldo Buteler,4688,,,Lastra y Gordillo,Manuel Cardeñoza
4763,Cardeñoza,4381,,,Gutierrez de la Concha,Obispo Mercadillo
4764,Cardeñoza,4143,,,Martel de los Ríos,Obispo Clara
4765,Cardeñoza,3851,,,Virrey del Campo,Bustamante
4766,Cardeñoza,3611,,,Juan Cruz Varela,Cabeza de Vaca
4767,Cardeñoza,2815,,,La Hierra,Concepcion Bermejo
4768,Juan de Rivadeneira,3715,,,Cardeñoza,Los Pozos
4769,Juan de Rivadeneira,3417,,,Manuel Oribe,Drumond
4770,Manuel Oribe,2658,,,Cuidad del Barco,Curupaity
4771,Manuel Oribe,2509,,,Talavera de Madrid,Monseñor Pablo Cabrera
4772,Altautina,2950,,,Baradero,Chascomus
4773,Altautina,3038,,,Javier Diaz,Azul
4774,Altautina,3146,,,Pigue,Olimpia
4775,Cerro Colorado,3243,,,Pampayasta,Olaen
4776,Cerro Colorado,3390,,,Copnna ,Los Hornillos
4777,Los Hornillos,2390,,,Altautina,Caminiaga
4778,Suarez de Figueroa,925,,,Gaspar de Quevedo,Juan de Barrientos
4778,Suarez de Figueroa,925,,,Gaspar de Quevedo,Juan de Barrientos
4779,Rodriguez de Ruescas,592,,Tomás de Irobi,Herrera y Guzmán,Tomás de Irobi
4779,Rodriguez de Ruescas,592,,Tomás de Irobi,Herrera y Guzmán,Tomás de Irobi
4780,Rodriguez de Ruescas,694,,Lazo de la Vega,Bartolomé Jaimes,Lazo de la Vega
4781,Lazo de la Vega,783,,,Rodriguez de Ruescas,Suarez Mejías
4782,Tristán de Tejeda,731,,,J. Burgos,Lazo de la Vega
4783,Tristán de Tejeda,848,,,Vera y Aragón,Martel de Cabrera
4784,Tristán de Tejeda,994,,Avila y Quirós,Baltasar Gallegos,Avila y Quirós
4785,Avila y Quirós,4152,,,Del Canal,Los Regidores
4786,De los Regidores,1118,,,De las Fuentes,De la Recova
4787,De los Regidores,1280,,,De la Recova,Del Acueducto
4788,De los Regidores,1576,,,Francisco Suarez,Francisco Valles
4789,De los Regidores,1666,,,Del Escribano,Cornelio Saavedra
4790,Cornelio Saavedra,4014,,Toledo de Pimentel,De los Regidores,Toledo de Pimentel
4791,Toledo de Pimentel,1760,,Blas de Peralta,Blas de Peralta,Blas de Peralta
4792,Martel de Cabrera,228,,,Blas de Peralta,Gaspar de Medina
4793,Martel de Cabrera,109,,,Lopez Correa,Gaspar de Medina
4794,Vives,3490,,,Benedetti,Holmberg
4795,Angel Gallardo,1657,,,Aequimedes,Cornelio Saavedra
4796,Sebastián Gaboto,1561,,,Francisco Valles,Francisco Suarez
4797,Sebastián Gaboto,1410,,,Florencio Sanchez,Marquina
4798,Marquina,3009,,,Diaz  de Solis,Vicente Espinel
4799,Marquina,2819,,,Anacreonte,Gongora
4800,Marquina,2610,,Lope de Vega,Aergensola,Lope de Vega
4801,Marquina,2429,,,Francisco de Quevedo,Calderon de la Barca
4802,Marquina,2310,,Los Granaderos,Calderon de la Barca,Los Granaderos
4803,Copacabana,975,,,Los Granaderos,Cuyo
4804,Copacabana,763,,Machado,Sarandi,Machado
4805,Richieri,1839,,,Concepcion Arenales,Jilio Roca
4806,Jilio Roca,,,Secretaria de Ganaderia,Richieri,La Coruña
4807,Deodoro Roca,,,Colegio Cabred,Jilio Roca,Los Incas
4809,Huascha,2886,,,Bragado,Chascomus
4810,Huascha,3096,,,Azul,Pigue
4811,Huascha,3192,,Pampayasta,Pigue,Pampayasta
4812,Pampayasta,2926,,,Moron,Agua de Oro
4813,Agua de Oro,3245,,,Publica,Sampacho
4814,Agua de Oro,,,,Calmayo,Publica
4815,Agua de Oro,,,Publica,,
4816,Agua de Oro,,,Celso Barrios,,
4817,Celso Barrios,3188,,Publica,,
4818,Agua de Oro,,,Pública,,
4819,Agua de Oro,,,Pública,,
4820,Agua de Oro,3476,,,Calmayo,Sampacho
4821,Pampayasta,2905,,,Agua de Oro,Moron
4822,Pampayasta,2805,,,Cabana,Huascha
4823,Huascha,3059,,Azul,Pigue,Azul
4824,Huascha,2909,,,Azul,Bragado
4825,Huascha,2823,,,Bragado,Baradero
